timestamp,ens210_status,temperature_c,temperature_f,humidity,ens16x_status,etvoc,eco2,aqi
1621340,1,17.58,63.65,41.46,OK,0,400,21
1622350,1,17.58,63.65,41.52,OK,0,400,22
1623360,1,17.49,63.48,41.58,OK,0,400,22
1624370,1,17.38,63.29,41.61,OK,0,400,20
1625380,1,17.43,63.37,41.83,OK,0,400,20
1626390,1,17.48,63.46,41.95,OK,0,400,19
1627400,1,17.49,63.48,41.97,OK,0,400,18
1628410,1,17.54,63.57,41.88,OK,0,400,19
1629420,1,17.52,63.54,41.78,OK,0,400,19
1630430,1,17.4,63.31,41.79,OK,0,400,17
1631440,1,17.43,63.37,41.88,OK,0,400,17
1632450,1,17.41,63.34,41.95,OK,0,400,17
1633460,1,17.35,63.23,42.08,OK,0,400,17
1634470,1,17.19,62.95,42.09,OK,0,400,16
1635480,1,17.15,62.86,42.34,OK,0,400,16
1636490,1,17.21,62.98,42.48,OK,0,400,16
1637500,1,17.21,62.98,42.58,OK,0,400,16
1638510,1,17.29,63.12,42.59,OK,0,400,16
1639520,1,17.29,63.12,42.45,OK,0,400,16
1640530,1,17.3,63.15,42.32,OK,0,400,15
1641540,1,17.32,63.17,42.24,OK,0,400,15
1642550,1,17.32,63.17,42.26,OK,0,400,15
1643560,1,17.3,63.15,42.24,OK,0,400,15
1644570,1,17.33,63.2,42.15,OK,0,400,14
1645580,1,17.33,63.2,42.11,OK,0,400,15
1646590,1,17.3,63.15,42.03,OK,0,400,14
1647600,1,17.33,63.2,42.01,OK,0,400,14
1648610,1,17.33,63.2,41.91,OK,0,400,14
1649620,1,17.33,63.2,41.88,OK,0,400,14
1650630,1,17.33,63.2,41.89,OK,0,400,14
1651640,1,17.35,63.23,41.92,OK,0,400,14
1652650,1,17.37,63.26,41.88,OK,0,400,14
1653660,1,17.35,63.23,41.8,OK,0,400,14
